1,1,356,371,49,100,2,0.612928
1,1,523,342,49,101,2,0.674376
1,1,521,388,54,84,1,0.729236
1,2,529,348,51,103,2,0.514381
1,2,361,418,51,84,1,0.691925
1,2,527,395,55,87,1,0.728223
1,2,361,376,49,99,2,0.750088
1,3,539,358,51,101,3,0.583394
1,3,368,381,49,101,2,0.701617
1,3,369,426,51,85,1,0.730909
1,3,539,404,54,85,1,0.769157
1,4,546,362,54,104,3,0.610162
1,4,375,433,51,82,1,0.640493
1,4,373,385,49,103,2,0.689508
1,4,547,409,54,85,1,0.792295
1,5,381,438,54,85,1,0.753798
1,5,558,420,54,84,1,0.757535
1,5,381,389,51,108,2,0.810861
1,6,562,376,55,108,3,0.687072
1,6,387,441,55,88,1,0.75694
1,6,565,430,54,85,1,0.777349
1,6,386,395,52,106,2,0.780798
1,7,395,453,55,88,1,0.739702
1,7,572,383,57,109,3,0.744308
1,7,394,403,54,109,2,0.764703
1,7,577,438,54,88,1,0.78549
1,8,400,409,54,108,2,0.565986
1,8,579,389,58,111,3,0.568393
1,8,403,455,54,91,1,0.724476
1,8,581,442,55,88,1,0.804086
1,9,411,415,55,112,3,0.527759
1,9,412,464,57,92,1,0.703755
1,9,593,451,55,96,1,0.762475
1,10,417,469,63,97,1,0.573083
1,10,416,418,60,115,2,0.573642
1,10,598,403,58,115,2,0.69134
1,10,599,457,58,97,1,0.766763
1,11,424,428,61,118,2,0.575585
1,11,607,468,64,96,1,0.84556
1,11,608,411,61,118,2,0.849056
1,12,432,437,57,111,2,0.58131
1,12,616,416,63,118,2,0.808846
1,12,618,474,61,97,1,0.823903
1,13,441,497,63,97,1,0.52124
1,13,439,447,60,111,2,0.68802
1,13,631,485,63,96,1,0.790926
1,13,628,426,64,118,2,0.800051
1,14,443,449,63,112,2,0.56686
1,14,638,492,64,99,1,0.787173
1,14,637,434,63,119,2,0.819914
1,15,453,461,63,85,2,0.521967
1,15,453,462,63,121,2,0.589485
1,15,456,517,64,100,1,0.696952
1,15,654,444,61,123,2,0.783623
1,15,655,504,63,101,1,0.795578
1,16,462,526,64,99,1,0.737298
1,16,664,451,61,124,2,0.741497
1,16,457,470,66,126,2,0.745052
1,16,670,511,61,103,1,0.797003
1,17,469,538,67,104,1,0.736395
1,17,466,482,66,128,2,0.75419
1,17,676,521,72,111,1,0.778028
1,17,678,463,66,133,2,0.806962
1,18,688,472,64,128,2,0.799672
1,18,475,550,69,103,1,0.802659
1,18,694,535,66,106,1,0.811218
1,18,472,490,67,135,2,0.81391
1,19,702,485,73,136,2,0.798156
1,19,704,542,73,116,1,0.800414
1,19,481,504,69,135,2,0.82075
1,19,483,564,70,109,1,0.831293
1,20,712,555,76,118,1,0.794511
1,20,486,573,76,115,1,0.81707
1,20,712,493,73,141,2,0.819992
1,20,486,514,72,138,2,0.845097
1,21,730,507,75,145,2,0.801963
1,21,733,571,78,121,1,0.806178
1,21,496,591,78,119,1,0.854092
1,21,493,529,78,143,2,0.870756
1,22,739,582,84,124,1,0.823569
1,22,501,601,79,124,1,0.828234
1,22,741,515,79,150,2,0.849258
1,22,499,540,76,148,2,0.856068
1,23,768,604,73,121,1,0.806817
1,23,759,530,78,146,2,0.826057
1,23,509,624,79,124,1,0.844947
1,23,508,559,81,153,2,0.858954
1,24,778,617,78,124,1,0.79626
1,24,770,543,81,148,2,0.81561
1,24,517,636,81,130,1,0.835094
1,24,516,569,81,157,2,0.838286
1,25,529,658,79,133,1,0.806591
1,25,793,558,78,151,2,0.811973
1,25,805,638,70,127,1,0.821656
1,25,526,589,82,166,2,0.865769
1,26,812,652,84,130,1,0.81221
1,26,535,673,84,138,1,0.825224
1,26,805,571,84,157,2,0.834902
1,26,535,605,84,166,2,0.854537
1,27,829,673,97,139,1,0.807131
1,27,550,698,87,142,1,0.832354
1,27,548,627,85,175,2,0.855048
1,27,829,590,91,169,2,0.857177
1,28,561,715,87,148,1,0.834083
1,28,844,604,96,178,2,0.847809
1,28,557,642,87,180,2,0.848912
1,28,844,690,100,142,1,0.851413
1,29,574,740,96,158,1,0.825044
1,29,575,666,91,192,2,0.85387
1,29,863,715,115,150,1,0.868863
1,29,871,629,103,185,2,0.88131
1,30,586,763,99,162,1,0.836385
1,30,883,732,114,154,1,0.850098
1,30,586,685,96,196,2,0.85924
1,30,888,645,105,190,2,0.881723
1,31,604,792,108,173,1,0.849444
1,31,604,711,103,211,2,0.864782
1,31,919,669,106,204,2,0.869368
1,31,913,762,117,162,1,0.87493
1,32,616,819,112,177,1,0.842096
1,32,934,779,124,172,1,0.861989
1,32,619,734,102,214,2,0.877711
1,32,942,685,112,219,2,0.879226
1,33,639,858,115,185,1,0.859148
1,33,965,815,135,178,1,0.87316
1,33,640,769,103,227,2,0.877686
1,33,976,715,117,226,2,0.884646
1,34,655,885,122,193,1,0.836986
1,34,989,840,139,182,1,0.84962
1,34,655,791,111,235,2,0.874363
1,34,1000,740,120,229,2,0.887533
1,35,683,938,126,141,1,0.823384
1,35,1032,877,145,190,1,0.825866
1,35,1044,775,126,238,2,0.876993
1,35,682,833,118,239,2,0.887617
1,36,705,972,122,106,1,0.770713
1,36,1060,911,153,168,1,0.774413
1,36,1073,799,127,241,2,0.863204
1,36,702,868,117,208,2,0.867257
1,37,734,922,124,155,2,0.806033
1,37,1108,952,162,127,1,0.808295
1,37,1123,844,130,232,2,0.864753
1,38,1144,983,166,94,1,0.766205
1,38,1159,875,129,202,2,0.855055
1,39,1221,931,130,146,2,0.731436
1,91,250,220,28,42,1,0.522309
1,94,257,227,27,43,1,0.522705
1,95,259,232,28,43,1,0.535933
1,96,262,235,27,43,1,0.546015
1,97,262,219,28,50,2,0.633691
1,97,262,236,30,46,1,0.69239
1,98,265,221,28,49,2,0.600703
1,98,265,238,30,46,1,0.627949
1,99,269,225,27,49,2,0.616588
1,99,268,241,31,49,1,0.672016
1,100,270,226,30,34,2,0.659185
1,100,269,242,31,50,1,0.727367
1,101,273,231,31,50,2,0.53591
1,101,274,248,30,49,1,0.618857
1,102,275,232,30,47,2,0.633047
1,102,275,250,31,50,1,0.708945
1,103,279,235,30,60,2,0.69078
1,103,277,254,33,50,1,0.732789
1,104,397,226,30,46,1,0.561052
1,104,281,239,30,57,2,0.734697
1,104,281,258,31,50,1,0.784512
1,105,286,242,31,55,2,0.710983
1,105,285,261,34,54,1,0.767601
1,106,407,230,27,45,1,0.589571
1,106,288,244,33,57,2,0.705696
1,106,287,263,34,54,1,0.806231
1,107,409,212,30,50,2,0.651541
1,107,410,230,28,47,1,0.675031
1,107,292,248,33,60,2,0.764485
1,107,292,268,34,55,1,0.805086
1,108,414,234,28,47,1,0.699486
1,108,295,250,33,61,2,0.720487
1,108,294,269,37,58,1,0.776434
1,109,416,236,28,46,1,0.696621
1,109,300,256,33,62,2,0.720435
1,109,298,274,37,58,1,0.824439
1,110,420,238,28,47,1,0.640538
1,110,302,259,33,62,2,0.741091
1,110,301,277,37,60,1,0.824404
1,111,423,240,30,49,1,0.686977
1,111,307,262,34,67,2,0.750192
1,111,305,281,39,61,1,0.847722
1,112,424,241,31,49,1,0.668352
1,112,310,265,34,67,2,0.824242
1,112,309,286,39,60,1,0.837118
1,113,429,226,30,57,2,0.552703
1,113,430,246,30,47,1,0.707243
1,113,315,271,36,69,2,0.825802
1,113,313,291,40,61,1,0.848603
1,114,431,247,31,47,1,0.763227
1,114,319,272,36,69,2,0.853671
1,114,318,293,40,61,1,0.861666
1,115,436,249,30,50,1,0.752032
1,115,325,277,36,69,2,0.786213
1,115,322,298,43,62,1,0.852153
1,116,438,248,33,52,1,0.695438
1,116,328,280,37,72,2,0.824536
1,116,327,303,42,64,1,0.835899
1,117,442,252,33,52,1,0.719323
1,117,334,285,37,73,2,0.848237
1,117,334,307,40,65,1,0.861888
1,118,445,232,31,60,2,0.678567
1,118,447,255,31,52,1,0.747754
1,118,337,289,39,74,2,0.853923
1,118,336,310,45,69,1,0.864614
1,119,453,259,30,49,1,0.655968
1,119,342,295,40,76,2,0.830757
1,119,341,317,43,67,1,0.857662
1,120,451,237,33,61,2,0.560157
1,120,452,258,33,54,1,0.773969
1,120,344,320,45,70,1,0.855664
1,120,346,297,40,79,2,0.860326
1,121,455,261,34,54,1,0.678014
1,121,351,326,46,72,1,0.850638
1,121,351,303,43,77,2,0.858557
1,122,458,241,33,61,2,0.752965
1,122,459,263,34,54,1,0.790501
1,122,355,307,42,76,2,0.81225
1,122,355,331,46,72,1,0.824548
1,123,461,243,34,62,2,0.794262
1,123,462,266,36,54,1,0.828789
1,123,361,313,43,79,2,0.843729
1,123,361,336,46,76,1,0.857039
1,124,465,244,34,64,2,0.797175
1,124,465,268,36,55,1,0.826995
1,124,364,340,48,76,1,0.835032
1,124,364,315,45,84,2,0.847787
1,125,372,348,49,76,1,0.78305
1,125,469,247,36,65,2,0.788955
1,125,370,322,46,84,2,0.815051
1,125,471,272,34,55,1,0.836795
1,126,472,248,36,65,2,0.825331
1,126,472,274,37,55,1,0.830525
1,126,374,351,49,79,1,0.866064
1,126,375,326,46,85,2,0.866192
1,127,380,358,49,81,1,0.836561
1,127,476,253,36,65,2,0.839864
1,127,476,279,36,55,1,0.841286
1,127,381,333,48,88,2,0.858373
1,128,480,282,37,55,1,0.83695
1,128,480,254,36,67,2,0.847694
1,128,385,362,52,84,1,0.848484
1,128,384,337,49,89,2,0.865355
1,129,482,257,37,69,2,0.83856
1,129,483,285,39,57,1,0.839897
1,129,391,371,52,87,1,0.859817
1,129,391,345,49,92,2,0.872572
1,130,396,377,54,85,1,0.824217
1,130,486,259,37,72,2,0.837065
1,130,485,286,39,58,1,0.843745
1,130,395,350,51,91,2,0.878699
1,131,489,263,39,70,2,0.856282
1,131,488,289,40,60,1,0.858046
1,131,402,386,57,91,1,0.860261
1,131,402,358,52,97,2,0.884057
1,132,405,389,58,94,1,0.85154
1,132,492,292,40,61,1,0.867637
1,132,406,364,54,96,2,0.875156
1,132,491,265,39,73,2,0.878109
1,133,414,398,60,97,1,0.858142
1,133,496,295,40,61,1,0.869193
1,133,496,268,39,74,2,0.871036
1,133,413,371,55,100,2,0.887557
1,134,499,271,39,73,2,0.863576
1,134,418,406,61,99,1,0.864049
1,134,499,298,40,62,1,0.88021
1,134,420,378,57,100,2,0.884098
1,135,504,304,40,61,1,0.873858
1,135,504,275,40,73,2,0.878345
1,135,425,416,63,99,1,0.884927
1,135,427,385,58,108,2,0.898977
1,136,508,306,40,62,1,0.873792
1,136,433,423,63,101,1,0.879955
1,136,507,277,42,76,2,0.880115
1,136,433,393,58,111,2,0.895461
1,137,513,308,43,64,1,0.878395
1,137,441,435,66,104,1,0.880462
1,137,513,279,42,76,2,0.884859
1,137,442,405,60,111,2,0.892871
1,138,515,282,42,79,2,0.869586
1,138,515,310,43,65,1,0.870796
1,138,447,442,67,114,1,0.871951
1,138,448,411,61,115,2,0.894466
1,139,522,285,42,81,2,0.850032
1,139,521,316,43,64,1,0.85131
1,139,459,424,63,116,2,0.868163
1,139,455,456,70,112,1,0.869339
1,140,526,288,43,81,2,0.785098
1,140,526,315,45,70,1,0.849284
1,140,464,432,64,118,2,0.867045
1,140,463,462,70,115,1,0.867404
1,141,476,443,64,118,2,0.810366
1,141,475,480,72,112,1,0.820287
1,141,532,291,45,82,2,0.831542
